Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews,Price Segment
GIGABYTE,GIGABYTE AORUS MASTER 16 Intel Core Ultra 9 Ultra 9 - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/N...,318499,539999.0,41.0,,,,Ultra Premium (> ₹1L)
DELL,DELL XPS 13 Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) XPS 13 9320 Thin and Light Lapto...,193990,393990.0,50.0,,,,Ultra Premium (> ₹1L)
HP,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,146134,,,4.3,20.0,3.0,Ultra Premium (> ₹1L)
HP,HP Spectre x360 AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) aa0664T...,224823,,,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH8 Thin a...,64999,78990.0,17.0,,,,Premium (₹60K-₹1L)
Lenovo,Lenovo Ideapad 3 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15ITL6 Th...,48999,84190.0,41.0,,,,Mid-Range (₹30K-₹60K)
Acer,Acer Swift Lite 14 Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFL14-54M Thin and Lig...,62999,84999.0,25.0,4.2,1701.0,156.0,Premium (₹60K-₹1L)
HP,HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0752TU /15s-fy5003TU Thin...,34990,51266.0,31.0,4.3,6560.0,381.0,Mid-Range (₹30K-₹60K)
Acer,Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,169990,197999.0,14.0,4.1,14.0,3.0,Ultra Premium (> ₹1L)
HP,HP Pavilion 14 Touchscreen Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Pavilion ...,68300,79213.0,13.0,3.9,158.0,14.0,Premium (₹60K-₹1L)
Apple,Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYN3HN/A,137990,144900.0,4.0,4.7,483.0,26.0,Ultra Premium (> ₹1L)
MSI,MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,67500,92990.0,27.0,4.3,107.0,3.0,Premium (₹60K-₹1L)
MSI,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,69990,,,4.3,558.0,55.0,Premium (₹60K-₹1L)
Apple,Apple MacBook Pro M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW63HN/A,377990,389900.0,3.0,4.0,4.0,1.0,Ultra Premium (> ₹1L)
HP,HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,82999,101705.0,18.0,4.4,38.0,3.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...",64262,89990.0,28.0,,,,Premium (₹60K-₹1L)
Other,Avita Liber E Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AM14A2IN Thin and Light...,32499,75980.0,57.0,3.3,25.0,6.0,Mid-Range (₹30K-₹60K)
Acer,Acer Acer Aspire Lite AL15-53 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53...,39990,49990.0,20.0,4.2,307.0,21.0,Mid-Range (₹30K-₹60K)
Samsung,Samsung Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows...,190110,235190.0,19.0,4.5,21.0,1.0,Ultra Premium (> ₹1L)
MSI,MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN /...,55959,79999.0,30.0,4.3,196.0,21.0,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,54990,84999.0,35.0,4.3,2471.0,170.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9D4HN/A,128990,134900.0,4.0,4.7,3.0,0.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire Lite Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,62990,74990.0,16.0,4.0,21.0,2.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core 170 - (16 GB/512 GB SSD/...",68990,72990.0,5.0,,,,Premium (₹60K-₹1L)
ASUS,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...,43990,54990.0,20.0,4.3,7201.0,512.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 15 Intel Core i7 13th Gen 1355U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Th...,61990,83990.0,26.0,4.0,62.0,7.0,Premium (₹60K-₹1L)
HP,HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U vPro Technology - (24 GB/512 GB SS...,60490,102990.0,41.0,,,,Premium (₹60K-₹1L)
MSI,MSI Vector 16 HX AI A2X Intel Core Ultra 7 14th Gen 255HX - (16 GB/1 TB SSD/Windows 11 Home/12 GB Grap...,197999,246990.0,19.0,,,,Ultra Premium (> ₹1L)
MSI,MSI Prestige 16 Studio AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) ...,159990,179990.0,11.0,,,,Ultra Premium (> ₹1L)
Acer,Acer Aspire go 14 (2025) WUXGA IPS Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) AG14-7...,57856,72990.0,20.0,3.0,6.0,0.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRYM3HN/A,126990,134900.0,5.0,4.7,483.0,26.0,Ultra Premium (> ₹1L)
HP,HP Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1150TU Thin and Light Laptop,72990,73871.0,1.0,,,,Premium (₹60K-₹1L)
DELL,DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce...,413999,572317.0,27.0,,,,Ultra Premium (> ₹1L)
ASUS,ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (32 GB/1 TB...,199990,215990.0,7.0,5.0,10.0,0.0,Ultra Premium (> ₹1L)
HP,HP Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15-fd0552TU Thin and Light Laptop,65464,76990.0,14.0,4.0,88.0,3.0,Premium (₹60K-₹1L)
Acer,Acer Spin 7 Intel Core i7 7th Gen 7Y75 - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,119990,124900.0,3.0,4.0,1.0,1.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Legion 5 WQXGA OLED Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,242490,269390.0,9.0,,,,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin ...,28990,44990.0,35.0,4.3,3457.0,334.0,Budget (< ₹30K)
HP,HP Spectre Intel Core i7 13th Gen 1355U - (32 GB/1 TB SSD/Windows 11 Home) ef2035TU Thin and Light Lap...,168617,,,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,109990,,,4.4,624.0,50.0,Ultra Premium (> ₹1L)
ASUS,"ASUS Zenbook 14 OLED AI PC, Full Metal Body, Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home...",139990,170990.0,18.0,4.8,5.0,0.0,Ultra Premium (> ₹1L)
ASUS,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i5 14th gen) Intel Core 5 210...",100990,125990.0,19.0,4.1,17.0,4.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,44999,66090.0,31.0,4.2,2688.0,132.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,35999,55190.0,34.0,4.2,432.0,22.0,Mid-Range (₹30K-₹60K)
Microsoft,"MICROSOFT Surface Pro 12"" Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) Surface Pro 2 ...",100990,104999.0,3.0,4.3,7.0,0.0,Ultra Premium (> ₹1L)
DELL,DELL Inspiron 5440 Intel Core i3 (14th Gen) Intel Core 3 100U - (16 GB/512 GB SSD/Windows 11 Home) 544...,49750,68990.0,27.0,3.6,29.0,1.0,Mid-Range (₹30K-₹60K)
DELL,DELL PRO 15 Backlit (2026) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Pro) PRO 15 Thin ...,41990,64990.0,35.0,3.9,7.0,0.0,Mid-Range (₹30K-₹60K)
DELL,DELL 14 Microsoft Office Home 2024 AMD Ryzen AI 7 Octa Core 350 AI - (16 GB/1 TB SSD/Windows 11 Home) ...,84490,107083.0,21.0,,,,Premium (₹60K-₹1L)
HP,HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,45990,53413.0,13.0,4.1,867.0,50.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8M4HN/A,154900,,,,,,Ultra Premium (> ₹1L)
MSI,MSI Venture A16 AI+ AMD Ryzen 7 Octa Core 350� - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HM...,99990,111990.0,10.0,,,,Premium (₹60K-₹1L)
MSI,MSI Prestige 13 Evo Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) Prestige 13 Evo A...,94990,106990.0,11.0,4.0,5.0,0.0,Premium (₹60K-₹1L)
DELL,DELL Inspiron Intel Core i3 10th Gen 1005G1 - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,42629,42881.0,,3.7,316.0,48.0,Mid-Range (₹30K-₹60K)
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 240R G9 Thin and Li...,51990,82990.0,37.0,,,,Mid-Range (₹30K-₹60K)
HP,HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,43990,76990.0,42.0,3.9,115.0,5.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCU3HN/A,134900,,,4.7,483.0,26.0,Ultra Premium (> ₹1L)
Infinix,Infinix B15 Series AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) BL51A5 Thin and Li...,69990,,,4.2,82.0,13.0,Premium (₹60K-₹1L)
Acer,Acer AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) UN.31ZSI.013 Laptop,59900,68999.0,13.0,,,,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo Yoga Slim 7x Next Gen AI PC 3K OLED Full Metal Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 ...,125999,211290.0,40.0,4.1,9.0,1.0,Ultra Premium (> ₹1L)
Apple,Apple MacBook Pro M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX53HN/A,302990,319900.0,5.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo Intel Core i7 8th Gen 8665U - (16 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) Thinkpad P43s Thi...,115099,244801.0,52.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Pro) V14 Thin and Ligh...,56990,92990.0,38.0,3.9,45.0,1.0,Mid-Range (₹30K-₹60K)
Apple,Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFJ4HN/A,79290,79900.0,,4.8,24.0,2.0,Premium (₹60K-₹1L)
Apple,Apple MacBook Air M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6V4HN/A,132990,139900.0,4.0,4.8,5.0,2.0,Ultra Premium (> ₹1L)
HP,HP Envy x360 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0028TU Laptop,84990,110245.0,22.0,4.3,41.0,7.0,Premium (₹60K-₹1L)
Apple,Apple MacBook Pro M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2G3HN/A,302990,319900.0,5.0,,,,Ultra Premium (> ₹1L)
Apple,Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9F4HN/A,128990,134900.0,4.0,4.2,5.0,0.0,Ultra Premium (> ₹1L)
DELL,DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and ...,54725,69990.0,21.0,4.8,17.0,1.0,Mid-Range (₹30K-₹60K)
HP,HP Spectre 16 Eyesafe Evo Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) 16-f1003T...,104990,157376.0,33.0,4.3,14.0,2.0,Ultra Premium (> ₹1L)
ASUS,ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS...,399990,401990.0,,,,,Ultra Premium (> ₹1L)
DELL,DELL Inspiron 5620 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5620 Lap...,66990,107990.0,37.0,4.6,7.0,1.0,Premium (₹60K-₹1L)
Acer,Acer NITRO V15 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics) ANV15-52 Note...,119990,135399.0,11.0,,,,Ultra Premium (> ₹1L)
HP,HP Victus Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,67990,77190.0,11.0,4.4,415.0,58.0,Premium (₹60K-₹1L)
Samsung,Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Pro) NP750XGK-KS2I...,61438,91989.0,33.0,4.4,452.0,41.0,Premium (₹60K-₹1L)
HP,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,119747,159990.0,25.0,4.1,372.0,22.0,Ultra Premium (> ₹1L)
ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Snapdragon X - (16 G...",59500,95000.0,37.0,4.5,1061.0,80.0,Mid-Range (₹30K-₹60K)
MSI,MSI GF63 Thin Intel Core i7 10th Gen 10750H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,63990,83990.0,23.0,4.3,1217.0,123.0,Premium (₹60K-₹1L)
Lenovo,Lenovo IdeaPad Slim 5 13th Gen Intel Core i5-13420H WUXGA IPS Intel Core i5 13th Gen - (16 GB/512 GB S...,63990,73990.0,13.0,4.1,182.0,11.0,Premium (₹60K-₹1L)
MSI,MSI Crosshair 16 HX AI Intel Core Ultra 7 255HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,175999,212990.0,17.0,,,,Ultra Premium (> ₹1L)
Samsung,Samsung Galaxy Book3 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Th...,57690,107990.0,46.0,4.3,1022.0,129.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,99990,114900.0,12.0,4.6,667.0,45.0,Premium (₹60K-₹1L)
Acer,Acer 3 Years Warranty TravelLite (2026) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...,51990,89990.0,42.0,,,,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo Intel Core Ultra 7 14th Gen - (32 GB/1 TB SSD/Windows 11 Home) 15ILL9 Laptop,151790,209890.0,27.0,,,,Ultra Premium (> ₹1L)
Microsoft,"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 1...",107990,118498.0,8.0,,,,Ultra Premium (> ₹1L)
MSI,MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,67490,80990.0,16.0,4.3,164.0,15.0,Premium (₹60K-₹1L)
HP,HP OmniBook X AI PC Snapdragon X Elite - (16 GB/1 TB SSD/Windows 11 Home) 14-fe0121QU Thin and Light L...,116999,153945.0,23.0,5.0,3.0,1.0,Ultra Premium (> ₹1L)
DELL,DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 1...,46990,72990.0,35.0,,,,Mid-Range (₹30K-₹60K)
HP,HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,111330,118169.0,5.0,4.5,627.0,61.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire 5 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) A515-56-51EV Thin and ...,51990,75999.0,31.0,4.2,380.0,40.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook 16X (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,65990,89990.0,26.0,4.3,1562.0,90.0,Premium (₹60K-₹1L)
HP,HP Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Ligh...,52411,59309.0,11.0,4.3,4008.0,273.0,Mid-Range (₹30K-₹60K)
MSI,MSI Prestige 13 Evo AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,99990,111990.0,10.0,4.0,4.0,0.0,Premium (₹60K-₹1L)
ASUS,ASUS Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) B3404CVA-Q51174X Thin and Light ...,119990,,,,,,Ultra Premium (> ₹1L)
HP,HP Envy x360 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0016AU Laptop,87490,99004.0,11.0,4.8,6.0,1.0,Premium (₹60K-₹1L)
ASUS,ASUS TUF Gaming A16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD...,189990,203990.0,6.0,4.4,25.0,5.0,Ultra Premium (> ₹1L)
ASUS,"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC Snapdragon X - (16 GB/512 GB SSD/Wi...",56829,84990.0,33.0,,,,Mid-Range (₹30K-₹60K)
HP,HP Envy x360 Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) 15-fe0014TX...,149588,,,4.5,11.0,1.0,Ultra Premium (> ₹1L)
Acer,Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,67990,90999.0,25.0,4.3,758.0,75.0,Premium (₹60K-₹1L)
MSI,MSI GL Series Intel Core i5 8th Gen 8300H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,59990,69990.0,14.0,4.4,2383.0,445.0,Mid-Range (₹30K-₹60K)
DELL,DELL XPS Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/Intel Integrated Arc) 9440 Creator ...,199990,248918.0,19.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Light...,51990,88990.0,41.0,,,,Mid-Range (₹30K-₹60K)
ASUS,"ASUS V16 (2025) for Creator with Office 2024 + M365 Basic*,AI PC (i5 14th Gen) Intel Core 5 210H - (16...",74990,88990.0,15.0,3.5,4.0,0.0,Premium (₹60K-₹1L)
Acer,Acer Aspire 3 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Lig...,44990,49990.0,10.0,4.2,33.0,3.0,Mid-Range (₹30K-₹60K)
Acer,Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 7 155U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,74990,114999.0,34.0,4.1,256.0,22.0,Premium (₹60K-₹1L)
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDHA4HN/A",119900,,,4.5,32.0,3.0,Ultra Premium (> ₹1L)
HP,HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,63990,70345.0,9.0,4.2,1717.0,85.0,Premium (₹60K-₹1L)
Acer,Acer ALG Intel Core i5 13th Gen Core i5-13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) AL15...,67169,74999.0,10.0,,,,Premium (₹60K-₹1L)
Acer,Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,50926,69990.0,27.0,4.1,2867.0,214.0,Mid-Range (₹30K-₹60K)
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVQ4HN/A",144900,,,,,,Ultra Premium (> ₹1L)
MSI,MSI Venture 15 AI Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Venture 15 AI A1MG-007IN ...,81990,91990.0,10.0,3.8,19.0,4.0,Premium (₹60K-₹1L)
GIGABYTE,GIGABYTE AORUS MASTER 16 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVI...,259499,429999.0,39.0,,,,Ultra Premium (> ₹1L)
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (24 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,59990,86990.0,31.0,,,,Mid-Range (₹30K-₹60K)
HP,HP 240 G10 (2025) Professional Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 240 G10...,40990,66990.0,38.0,,,,Mid-Range (₹30K-₹60K)
DELL,DELL 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,61999,63290.0,2.0,4.2,713.0,32.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 16 (2025), Copilot + PC with Backlit Keyboard, AI PC, Snapdragon X - (16 GB/512 GB SSD/W...",51489,84999.0,39.0,4.1,147.0,11.0,Mid-Range (₹30K-₹60K)
Acer,Acer Predator Helios Neo 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,196989,205000.0,3.0,4.2,33.0,1.0,Ultra Premium (> ₹1L)
HP,HP OMEN 16 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,199990,232314.0,13.0,3.8,10.0,3.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad Slim 3 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin...,59490,98290.0,39.0,3.8,13.0,1.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,107990,114900.0,6.0,4.6,667.0,45.0,Ultra Premium (> ₹1L)
DELL,DELL 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) OINS441100101RING10 Thin and Light Lapt...,71999,106536.0,32.0,,,,Premium (₹60K-₹1L)
DELL,DELL 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) 7441 Thin and Light Laptop,109990,135681.0,18.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,117990,131290.0,10.0,4.3,418.0,35.0,Ultra Premium (> ₹1L)
HP,HP Pavilion 14 (i3 14th Gen) Intel Core 3 100H - (8 GB/512 GB SSD/Windows 11 Home) EK2033TU 2 in 1 Lap...,57190,75793.0,24.0,,,,Mid-Range (₹30K-₹60K)
Samsung,Samsung Galaxy Book3 Pro 360 EVO AMOLED Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Ho...,124990,172214.0,27.0,5.0,3.0,0.0,Ultra Premium (> ₹1L)
MSI,MSI Stealth 16 AI Studio Intel Core Ultra 9 185H - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,249990,279990.0,10.0,,,,Ultra Premium (> ₹1L)
Acer,Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,44990,89999.0,50.0,4.2,3922.0,307.0,Mid-Range (₹30K-₹60K)
MSI,MSI Stealth Intel Core i7 8th Gen 8750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,184790,189990.0,2.0,4.8,5.0,1.0,Ultra Premium (> ₹1L)
HP,HP 15 (i5 14th Gen) Intel Core 5 Intel Core 5 120U Intel Turbo Boost Technology - (16 GB/512 GB SSD/Wi...,60990,69629.0,12.0,,,,Premium (₹60K-₹1L)
HP,HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,48000,55000.0,12.0,4.2,5988.0,477.0,Mid-Range (₹30K-₹60K)
HP,HP Intel Core i3 - (8 GB/512 GB SSD/Windows 11 Home) 14-ep0343TU Thin and Light Laptop,46990,49631.0,5.0,,,,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Pro M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2K3HN/A,302990,319900.0,5.0,4.9,7.0,0.0,Ultra Premium (> ₹1L)
