Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews,Price Segment
DELL,DELL G3 Intel Core i7 10th Gen 10750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce...,103799,112516.0,7.0,3.9,36.0,8.0,Ultra Premium (> ₹1L)
HP,HP Pavilion Plus Metal Body Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14-EW010...,64990,92746.0,29.0,3.0,5.0,0.0,Premium (₹60K-₹1L)
DELL,DELL 14 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home) 7440 / Inspiron 14 Plus T...,68990,81646.0,15.0,,,,Premium (₹60K-₹1L)
Acer,Acer Aspire 14 Office 2024 + M365 Basic (i5 14th Gen) Intel Core 5 210 H - (16 GB/512 GB SSD/Windows 1...,62990,77999.0,19.0,4.2,5.0,0.0,Premium (₹60K-₹1L)
HP,HP MS Office 2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0045TU Thin ...,64990,69023.0,5.0,,,,Premium (₹60K-₹1L)
HP,HP OMEN AI AMD Ryzen AI 7 Octa Core 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,134990,162996.0,17.0,4.4,19.0,1.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad Slim 5 WUXGA IPS Office 2024 Full Metal Body AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 ...,69490,79890.0,13.0,4.1,98.0,12.0,Premium (₹60K-₹1L)
MSI,MSI Vector 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,197990,229990.0,13.0,,,,Ultra Premium (> ₹1L)
Apple,"Apple MacBook Pro (M5 Max, 2026) M5 Max - (36 GB/2 TB SSD/Tahoe) MGDQ4HN/A",399900,,,,,,Ultra Premium (> ₹1L)
ASUS,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,154990,173990.0,10.0,,,,Ultra Premium (> ₹1L)
HP,HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 1...,49990,80990.0,38.0,,,,Mid-Range (₹30K-₹60K)
Infinix,Infinix Inbook Y2 Plus Intel Core i7 11th Gen 1195G7 - (16 GB/512 GB SSD/Windows 11 Home) XL29 Thin an...,45990,69990.0,34.0,4.2,6.0,0.0,Mid-Range (₹30K-₹60K)
MSI,MSI Raider 18 HX AI Intel Core Ultra 9 285HX - (64 GB/4 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA G...,439990,481990.0,8.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,45990,88414.0,47.0,4.3,106.0,7.0,Mid-Range (₹30K-₹60K)
Acer,Acer Nitro V AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,74990,108999.0,31.0,4.4,895.0,76.0,Premium (₹60K-₹1L)
ASUS,"ASUS ROG Flow Z13 (2026) for Creator, MSO 2024 + M365 Basic, AI PC NPU upto 50TOPS AMD Ryzen AI Max+ 3...",379990,419990.0,9.0,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,51990,69190.0,24.0,4.3,553.0,59.0,Mid-Range (₹30K-₹60K)
Apple,"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDHH4HN/A",119900,,,4.5,32.0,3.0,Ultra Premium (> ₹1L)
DELL,DELL Alienware 16 Aurora (i7 14th Gen) Microsoft Office Home 2024 Intel Core 7 240H - (16 GB/1 TB SSD/...,122990,151875.0,19.0,4.1,7.0,0.0,Ultra Premium (> ₹1L)
DELL,DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11...,41490,64990.0,36.0,3.4,7.0,1.0,Mid-Range (₹30K-₹60K)
Apple,Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/256 GB SSD/Tahoe) MHFF4HN/A,68949,69900.0,1.0,4.8,24.0,2.0,Premium (₹60K-₹1L)
Acer,Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,84990,94999.0,10.0,4.2,120.0,10.0,Premium (₹60K-₹1L)
ASUS,ASUS Expertbook P1 Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71075W...,68990,114990.0,40.0,4.3,270.0,15.0,Premium (₹60K-₹1L)
Acer,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,53000,,,4.2,3220.0,217.0,Mid-Range (₹30K-₹60K)
Acer,Acer Professional AMD Ryzen 3 Quad Core 7th Gen 7330U With Turbo Boost - (16 GB/512 GB SSD/Windows 11 ...,39990,39999.0,,3.9,70.0,12.0,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Snapdragon X - (16 GB/512 GB SSD/Win...",72990,98990.0,26.0,4.5,1061.0,80.0,Premium (₹60K-₹1L)
ASUS,ASUS TUF Gaming F16 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,69990,96990.0,27.0,4.9,12.0,2.0,Premium (₹60K-₹1L)
HP,HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU / 15-fd0569TU Thin...,45990,50903.0,9.0,4.1,920.0,53.0,Mid-Range (₹30K-₹60K)
Apple,"Apple MacBook Pro (M5 Pro, 2026) M5 Pro - (24 GB/1 TB SSD/Tahoe) MGDN4HN/A",249900,,,,,,Ultra Premium (> ₹1L)
Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,46890,57499.0,18.0,4.4,10181.0,34.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,91999,146890.0,37.0,4.3,43.0,5.0,Premium (₹60K-₹1L)
DELL,DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,187999,238646.0,21.0,,,,Ultra Premium (> ₹1L)
HP,HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U vPro Technology - (8 GB/512 GB SSD...,52990,94990.0,44.0,,,,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,36990,44990.0,17.0,4.1,1495.0,105.0,Mid-Range (₹30K-₹60K)
HP,HP OmniBook 7 Aero (Previously Pavilion) AMD Ryzen AI 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows...,76990,96137.0,19.0,4.3,61.0,5.0,Premium (₹60K-₹1L)
MSI,MSI Pulse GL66 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,113990,139990.0,18.0,4.5,182.0,31.0,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB S...,40990,48990.0,16.0,4.2,74.0,4.0,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Vivobook S14 OLED (2025), Copilot + PC, AI PC, Metal Body, Backlit Keyboard, Intel Core Ultra 5 2...",79990,116990.0,31.0,4.3,55.0,2.0,Premium (₹60K-₹1L)
Lenovo,Lenovo IdeaPad Slim 5 AMD Ryzen AI 5 Quad Core AI 5 330 - (16 GB/512 GB SSD/Windows 11 Home) 14AKP10 T...,65990,97890.0,32.0,,,,Premium (₹60K-₹1L)
MSI,MSI Titan GT77 Intel Core i9 13th Gen 13980HX - (64 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...,470990,548990.0,14.0,,,,Ultra Premium (> ₹1L)
ASUS,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen...",63632,86990.0,26.0,4.4,944.0,73.0,Premium (₹60K-₹1L)
DELL,DELL 14 Microsoft Office Home 2024 Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5441 Thi...,61990,87704.0,29.0,4.7,3.0,1.0,Premium (₹60K-₹1L)
MSI,MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1299IN...,45999,58990.0,22.0,4.3,1639.0,158.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS ExpertBook P1 (i5 14th Gen) Intel Core 5 210H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S6163...,68990,114990.0,40.0,4.5,13.0,2.0,Premium (₹60K-₹1L)
Lenovo,Lenovo Legion 5 AMD Ryzen 7 Octa Core 260 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,175490,206390.0,14.0,5.0,4.0,0.0,Ultra Premium (> ₹1L)
ASUS,"ASUS Vivobook 14 Flip OLED (2025) with Touch Screen, Backlit Keyboard, Intel Core Ultra 5 226V - (16 G...",89990,122990.0,26.0,4.3,41.0,5.0,Premium (₹60K-₹1L)
Lenovo,Lenovo Legion Pro 7 Intel Core Ultra 9 9th Gen - (32 GB/1 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA...,524190,,,,,,Ultra Premium (> ₹1L)
MSI,MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Th...,63266,78990.0,19.0,4.3,196.0,21.0,Premium (₹60K-₹1L)
DELL,DELL Alienware Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce ...,134999,171424.0,21.0,,,,Ultra Premium (> ₹1L)
ASUS,"ASUS ProArt PX13 (2026) for Creator with Touch Screen, MSO 2024 + M365 Basic,AI PC AMD Ryzen AI Max+ 3...",334990,401990.0,16.0,,,,Ultra Premium (> ₹1L)
Samsung,Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,70800,92390.0,23.0,4.4,2926.0,298.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Window...",40990,74990.0,45.0,4.4,3040.0,252.0,Mid-Range (₹30K-₹60K)
DELL,DELL XPS 13 Intel Core i7 8th Gen 8550U - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Lapto...,124990,139104.0,10.0,1.7,3.0,0.0,Ultra Premium (> ₹1L)
Acer,Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,63699,85999.0,25.0,4.3,592.0,51.0,Premium (₹60K-₹1L)
HP,HP 240R G9 (2026) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,55990,82990.0,32.0,,,,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,49990,59990.0,16.0,4.1,3799.0,360.0,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Window...",41990,61990.0,32.0,4.4,4490.0,479.0,Mid-Range (₹30K-₹60K)
Microsoft,"MICROSOFT Surface Pro 12"" Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) Surface Pro 2 ...",91990,93999.0,2.0,4.8,11.0,0.0,Premium (₹60K-₹1L)
ASUS,ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0...,20990,21990.0,4.0,3.8,386.0,24.0,Budget (< ₹30K)
DELL,DELL Latitude 3550 (2026) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 355...,41990,70990.0,40.0,,,,Mid-Range (₹30K-₹60K)
ASUS,ASUS TUF Gaming A17 AMD Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphic...,55999,81990.0,31.0,4.6,542.0,91.0,Mid-Range (₹30K-₹60K)
Samsung,Samsung Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,128030,153588.0,16.0,4.5,8.0,2.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,54165,59990.0,9.0,4.1,2409.0,208.0,Mid-Range (₹30K-₹60K)
DELL,DELL 14 Plus Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) D...,98990,116859.0,15.0,4.8,8.0,2.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, A-Part Metal Body, Intel Core i5 13th Ge...",63990,86990.0,26.0,4.7,55.0,6.0,Premium (₹60K-₹1L)
MSI,MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,246399,335990.0,26.0,,,,Ultra Premium (> ₹1L)
Apple,Apple MacBook Pro M5 - (24 GB/1 TB SSD/macOS Tahoe) MDE64HN/A,209900,,,,,,Ultra Premium (> ₹1L)
Apple,"Apple MacBook Pro (M5, 2025) M5 - (32 GB/1 TB SSD/Tahoe) MJ3E4HN/A",229900,,,,,,Ultra Premium (> ₹1L)
HP,HP OmniBook 5 OLED Next-Gen AI Laptop Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) 16-fb0001QU Thin...,69971,88225.0,20.0,,,,Premium (₹60K-₹1L)
Samsung,Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP940X...,110990,151789.0,26.0,4.4,94.0,17.0,Ultra Premium (> ₹1L)
Samsung,Samsung Galaxy Book6 Intel Core Ultra 7 - (16 GB/512 GB SSD/Windows 11 Home) NP760VJG Laptop,127990,165190.0,22.0,,,,Ultra Premium (> ₹1L)
ASUS,ASUS Vivobook S14 (2025)(i5 14th Gen) with Office 2024 + M365 Basic* Backlit Keyboard Intel Core 5 210...,64990,65990.0,1.0,4.2,109.0,10.0,Premium (₹60K-₹1L)
HP,HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,29990,54552.0,45.0,4.2,5382.0,349.0,Budget (< ₹30K)
Lenovo,Lenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,46990,62990.0,25.0,4.1,1797.0,158.0,Mid-Range (₹30K-₹60K)
Other,Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,44990,,,3.6,160.0,36.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light...,90000,,,4.4,92.0,10.0,Premium (₹60K-₹1L)
Lenovo,Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,167990,184490.0,8.0,4.4,14.0,0.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Yoga Book 9 Intel Evo Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) 13IRU8 2 ...,166299,314890.0,47.0,4.2,9.0,0.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo IdeaPad 1 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,38099,54490.0,30.0,4.1,1093.0,91.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1401IN ...,42990,47990.0,10.0,4.2,119.0,11.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Expertbook P3 Metal High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/...,64786,71990.0,10.0,4.4,475.0,44.0,Premium (₹60K-₹1L)
Apple,Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFC4HN/A,79290,79900.0,,4.8,24.0,2.0,Premium (₹60K-₹1L)
Other,MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi...,62990,104890.0,39.0,4.4,961.0,105.0,Premium (₹60K-₹1L)
ASUS,"ASUS Zenbook Duo OLED AI PC, with Touch Screen, Full Metal Body, Intel Core Ultra 7 155H - (32 GB/1 TB...",139990,242990.0,42.0,4.6,17.0,2.0,Ultra Premium (> ₹1L)
DELL,DELL Alienware 16 Aurora (i7 14th Gen) Microsoft Office Home 2024 Intel Core 7 - (16 GB/1 TB SSD/Windo...,96990,130124.0,25.0,4.8,5.0,1.0,Premium (₹60K-₹1L)
DELL,DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5430 Thin and ...,59090,68089.0,13.0,4.0,223.0,24.0,Mid-Range (₹30K-₹60K)
ASUS,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (16 GB/512 GB S...",46990,54990.0,14.0,4.8,10.0,0.0,Mid-Range (₹30K-₹60K)
Samsung,Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) NP...,133990,147926.0,9.0,4.3,20.0,3.0,Ultra Premium (> ₹1L)
HP,HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,71490,73688.0,2.0,4.3,2481.0,174.0,Premium (₹60K-₹1L)
Infinix,Infinix Y3 Max Series Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,59990,,,4.3,584.0,88.0,Mid-Range (₹30K-₹60K)
GIGABYTE,GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,96500,162000.0,40.0,4.6,117.0,18.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...",87990,97990.0,10.0,,,,Premium (₹60K-₹1L)
DELL,DELL 14 Plus Next Gen AI PC Microsoft Office Home 2024 Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Win...,78990,98040.0,19.0,4.3,388.0,33.0,Premium (₹60K-₹1L)
ASUS,ASUS VivoBook 14 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin...,35990,50990.0,29.0,4.3,643.0,58.0,Mid-Range (₹30K-₹60K)
Lenovo,Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB S...,59990,86690.0,30.0,4.6,20.0,2.0,Mid-Range (₹30K-₹60K)
GIGABYTE,GIGABYTE G Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,148500,,,4.3,173.0,31.0,Ultra Premium (> ₹1L)
DELL,DELL G15 Microsoft Office Home 2024 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6...,78990,101709.0,22.0,4.2,678.0,51.0,Premium (₹60K-₹1L)
ASUS,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,55990,75990.0,26.0,4.3,1873.0,134.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,71990,85990.0,16.0,4.2,46.0,2.0,Premium (₹60K-₹1L)
ASUS,"ASUS Zenbook S 16 OLED (2025) with Touch Screen, Backlit Keyboard, AI PC AMD Ryzen AI 7 Octa Core 350 ...",134990,170990.0,21.0,5.0,7.0,0.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) AS15 42 / A325 42 Thin a...,42990,44990.0,4.0,4.2,858.0,98.0,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,56990,59990.0,5.0,4.1,2409.0,208.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS ROG Zephyrus G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 285H - (32 GB/2 TB SSD/...,359990,395990.0,9.0,,,,Ultra Premium (> ₹1L)
Acer,Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,20999,43999.0,52.0,4.2,13575.0,971.0,Budget (< ₹30K)
Acer,Acer Nitro V 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,104999,114999.0,8.0,4.1,292.0,34.0,Ultra Premium (> ₹1L)
MSI,MSI Raider GE78 HX Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVI...,339990,,,,,,Ultra Premium (> ₹1L)
Lenovo,Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,103290,127990.0,19.0,4.5,436.0,27.0,Ultra Premium (> ₹1L)
Acer,Acer Aspire Lite Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,59990,71599.0,16.0,4.0,21.0,2.0,Mid-Range (₹30K-₹60K)
HP,HP OMEN Intel Core i7 14th Gen 14650HX - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,132990,162996.0,18.0,4.4,52.0,7.0,Ultra Premium (> ₹1L)
ASUS,ASUS TUF Gaming A16 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphic...,102990,114990.0,10.0,4.5,722.0,27.0,Ultra Premium (> ₹1L)
DELL,DELL Inspiron 16 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 5640 Laptop,58999,67717.0,12.0,4.4,10.0,1.0,Mid-Range (₹30K-₹60K)
Acer,Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,179999,195999.0,8.0,4.8,107.0,11.0,Ultra Premium (> ₹1L)
MSI,MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,37999,61990.0,38.0,4.4,4847.0,541.0,Mid-Range (₹30K-₹60K)
Infinix,Infinix X1 Slim Series Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and...,39990,59999.0,33.0,4.1,992.0,134.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K36...,65990,80990.0,18.0,4.3,21.0,2.0,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",42990,49990.0,14.0,4.3,2866.0,174.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,64990,86990.0,25.0,4.4,3607.0,201.0,Premium (₹60K-₹1L)
HP,HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 3 Quad Core 7335U - (8 GB/512 GB SSD/Windows 11...,40490,55990.0,27.0,,,,Mid-Range (₹30K-₹60K)
HP,HP 15 (i5 14th Gen) Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1096TU Thin and Light L...,60490,73920.0,18.0,,,,Premium (₹60K-₹1L)
Lenovo,Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,69000,89890.0,23.0,4.4,882.0,78.0,Premium (₹60K-₹1L)
Lenovo,Lenovo V15 Gen 5 (2026) DDR5 5600Mhz Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) V...,42990,70990.0,39.0,,,,Mid-Range (₹30K-₹60K)
HP,HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,23800,32295.0,26.0,4.0,2098.0,167.0,Budget (< ₹30K)
Lenovo,Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Light...,39990,56990.0,29.0,4.4,23.0,2.0,Mid-Range (₹30K-₹60K)
DELL,DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,57490,60695.0,5.0,4.0,219.0,21.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,40382,47990.0,15.0,4.4,1537.0,165.0,Mid-Range (₹30K-₹60K)
Acer,Acer Aspire 14 with Backlit Keyboard Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home...,48999,93999.0,47.0,4.3,6285.0,529.0,Mid-Range (₹30K-₹60K)
DELL,DELL Inspiron 3530 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin...,57990,69990.0,17.0,4.1,7.0,1.0,Mid-Range (₹30K-₹60K)
