Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews
Apple,Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sonoma) MXCV3HN/A,134900,,,,,
Lenovo,Lenovo IdeaPad Slim 3 Backlit Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 83EM0...,66990,79876,16,4.1,18,1
ASUS,ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Window...,68990,114990,40,4.3,4909,380
ASUS,"ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic*, (i5 14th gen) Intel Core 5 210H - (16 GB/51...",75816,98990,23,4.2,111,12
Lenovo,Lenovo V14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,62990,70990,11,4.1,1629,135
Acer,Acer Aspire AMD Ryzen 5 Hexa Core 7430U - (16 GB/1 TB SSD/Windows 11 Home) AS15-42 Thin and Light Lapt...,49990,54990,9,4.1,3799,360
Lenovo,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,72990,89990,18,4,368,27
Acer,Acer Aspire Lite AMD Ryzen 3 Quad Core 7330U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,39023,49990,21,3.9,125,16
MSI,MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,69215,89990,23,5,3,1
HP,HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,58799,76354,22,4.3,3165,162
ASUS,ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Core i7 13th Gen 13700H - (16 GB/512 GB SS...,105999,155990,32,4.3,16,1
MSI,MSI Pulse 17 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,167680,195990,14,4.8,12,1
ASUS,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 12th Gen 12500H - (1...",62799,79990,21,4.2,858,84
Lenovo,Lenovo Yoga Slim 7 Snapdragon X Plus - (32 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 14Q8X9 Thin and Li...,99990,195890,48,,,
ASUS,ASUS ZenBook Pro 15 Intel Core i9 8th Gen 8950HK - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX58...,177999,209990,15,5,5,0
Lenovo,Lenovo 12450HX Intel Core i5 12th Gen 12450hx - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,70998,77390,8,,,
MSI,MSI Summit E13 Evo AI PC Intel Core Ultra 7 1st Gen 155H - (32 GB/1 TB SSD/Windows 11 Home) Summit E13...,149990,159990,6,5,2,1
HP,HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0187TU Thin and Light Laptop,54184,70999,23,4.2,424,31
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Lig...,51990,82990,37,,,
HP,HP Spectre Folio Intel Core i7 10th Gen 10510Y - (16 GB/512 GB SSD/Windows 10 Home) 13-ak1004TU 2 in 1...,239759,,,,,
Lenovo,Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin...,78990,107690,26,4,518,61
HP,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (24 GB/512 GB SSD/Windows 11 Home) 240R G9 Thin and L...,59990,86990,31,,,
DELL,DELL Inspiron 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin ...,62990,79795,21,5,6,2
MSI,MSI Katana GF66 Intel Core i7 12th Gen 12650H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,84990,107990,21,4.4,33,6
Acer,Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,39928,47990,16,4.1,1495,105
Acer,Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light ...,49325,58999,16,4.1,3799,360
HP,HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq3149TU / 14s-dq3141TU Thin ...,45990,50990,9,,,
Apple,Apple MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,85990,89900,4,4.7,18611,107
Lenovo,Lenovo Yoga Slim 7 Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 13IRP8 Thin and Lig...,106099,174890,39,,,
Acer,Acer Nitro 5 Intel Core i5 7th Gen 7300HQ - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics/NVIDIA GeForc...,50999,60407,15,4.4,854,187
HP,HP Pavilion 14 X360 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1152TU 2 in...,72990,113089,35,5,3,0
HP,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,68999,86343,20,4.3,660,31
Apple,Apple 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,92900,,,4.7,17633,360
HP,HP Spectre x360 OLED Eyesafe Evo Intel Core i7 13th Gen 1360P - (32 GB/1 TB SSD/Windows 11 Home/4 GB G...,182500,213582,14,4.3,6,0
MSI,MSI Crosshair 16 HX AI Intel Core Ultra 9 275HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,205990,223990,8,,,
Acer,Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) CB515-2H-34Y...,34990,52999,33,4,468,45
HP,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,43500,50939,14,4.2,590,36
HP,HP Pavilion Plus Creator OLED Eyesafe H Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windo...,69990,99990,30,3.5,8,3
ASUS,ASUS VivoBook Ultra 14 AMD Ryzen 5 Hexa Core AMD R5-4500U - (8 GB/512 GB SSD/Windows 10 Home) M413IA-E...,43699,50990,14,4.4,546,86
Acer,Acer ALG Gaming Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,86637,98990,12,4.4,21,0
Lenovo,Lenovo Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebo...,19690,26990,27,3.1,8,1
Acer,Acer Aspire Lite Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,49990,60967,18,3.8,277,14
Lenovo,Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin a...,69490,88990,21,4.1,168,20
MSI,MSI Modern 15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 15 A5M-065IN Thin...,48490,69990,30,4.4,1647,236
HP,HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,42990,46348,7,4.2,1022,80
MSI,MSI Vector GP68HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVID...,294990,335990,12,,,
MSI,MSI Creator Z16 Intel Core i9 11th Gen 11900H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA G...,172990,257990,32,4.1,21,4
Apple,Apple MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,110900,,,4.7,17633,360
HP,HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,49990,63628,21,4.2,1853,145
ASUS,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) E510MA-EJ001W Th...,33888,39999,15,4,1321,130
ASUS,ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1505CKA-S7...,23990,,,4,74,5
MSI,MSI Modern 14 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-1424IN ...,44990,58990,23,4.3,214,22
HP,HP Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,76990,88268,12,,,
ASUS,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen 1335U...",58400,73990,21,4.3,1126,73
HP,HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s- DR2015TU Thin and Light Laptop,49990,,,4.3,461,53
Lenovo,Lenovo ThinkBook 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Thin...,74999,132300,43,5,3,0
HP,HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,45990,48999,6,4.1,372,22
DELL,DELL G7 Intel Core i9 10th Gen 10885H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce R...,175999,227250,22,4,45,7
ASUS,ASUS Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1605VA-MB1275WS Laptop,65735,89999,26,,,
Acer,Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,34705,55990,38,3.9,717,71
DELL,DELL Inspiron Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap...,51990,64382,19,4.2,12,0
Microsoft,MICROSOFT Surface Laptop 5 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) RBG-00048...,169999,178999,5,,,
Acer,Acer Aspire 15 (i5 14th Gen) Intel Core 5 14th Gen - (16 GB/512 GB SSD/Windows 11 Home) NX.KS7SI.001 L...,57990,74990,22,,,
Lenovo,Lenovo Legion Pro 5 WQXGA OLED Intel Core Ultra 7 255 HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphi...,199990,265890,24,,,
DELL,DELL Vostro Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Thin and Lig...,75990,95000,20,3.6,45,5
DELL,DELL Inspiron 3535 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin ...,49448,55000,10,3.2,5,0
MSI,MSI Prestige 13 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,114990,128990,10,4.8,5,0
HP,HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U vPro Technology - (16 GB/512 GB SS...,57490,98990,41,,,
Acer,Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 4...,56438,59990,5,4.1,1852,144
DELL,DELL Inspiron 5430 Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) IN5430YXVW9M01ORS1 Lapto...,59990,89990,33,4.1,28,1
Other,ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S T...,51999,,,3.9,1257,123
HP,HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,40980,49990,18,4,29,2
HP,HP Intel Intel Core i5 10th Gen 1035G4 - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop,126000,152042,17,5,3,1
ASUS,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,59017,88999,33,4.3,7893,608
Lenovo,Lenovo Ideapad 720S Intel Core i5 8th Gen 8250U - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin an...,74099,83458,11,3.3,3,1
HP,HP ENVY AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 14-fc0105TU Thin and Light ...,96900,108980,11,3.1,9,1
HP,HP 255 G10 Backlit + FingerPrint (2025) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Pro...,49990,70990,29,4.1,10,0
Acer,Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,38500,40999,6,3.8,659,50
Lenovo,Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin and Li...,27290,38990,30,3.7,729,49
Lenovo,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15IAU7 Thi...,45990,64290,28,4.2,1317,92
Microsoft,MICROSOFT Surface Pro 9 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) QIX-00031 Th...,188999,198999,5,,,
HP,HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (24 GB/512 GB SSD/Windows 11 Home) 250R ...,48990,72990,32,4.8,5,0
Acer,Acer Swift 3 Intel Core i5 8th Gen 8250U - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics...,72964,73199,,3.9,25,6
MSI,MSI Commercial 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Commercial 14 H A...,97990,109990,10,4.3,19,5
MSI,MSI Stealth 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,142899,162990,12,4,4,1
HP,HP Laptop 15s Intel Celeron Dual Core Intel Celeron N4500 - (8 GB/512 GB SSD/Windows 11 Home) fq3071TU...,45990,48967,6,3.7,157,15
Apple,Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXR3HN/A,118990,134900,11,4.7,483,26
Apple,Apple 2020 Macbook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,109900,,,4.7,924,93
Acer,Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,70616,83999,15,4.2,3922,307
Apple,Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYQ3HN/A,137990,144900,4,4.7,483,26
Apple,Apple MacBook Air M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCV3HN/A,134900,,,4.7,483,26
Apple,Apple MacBook Pro M3 - (8 GB/1 TB SSD/macOS Sonoma) MR7K3HN/A,160990,189900,15,4.3,77,8
MSI,MSI Modern 15 H Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 H C13M Busi...,72990,81990,10,2,4,2
HP,HP Omen Intel Core i5 7th Gen 7300HQ - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,77999,102551,23,,,
Acer,Acer ‎Acer One 14 AMD Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) Z2-493 Thin and Ligh...,37999,44999,15,3.1,13,1
ASUS,ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Window...,79990,129990,38,4.3,175,22
DELL,DELL 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,40990,48982,16,4.4,57,3
ASUS,ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521WS | ...,41590,62990,33,4.5,54,2
HP,HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,45990,49999,8,4.2,3491,251
ASUS,ASUS Intel® Core™ Ultra 7 Processor 255H Intel Core Ultra 7 2nd Gen - (32 GB/1 TB SSD/Windows 11 Home/...,219990,399990,45,,,
Lenovo,Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,55990,95990,41,,,
MSI,MSI Stealth 14 Studio AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,189990,212990,10,,,
Lenovo,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,81990,98990,17,4.2,340,23
HP,HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light La...,41370,56260,26,4.2,7372,576
Lenovo,Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,47979,85000,43,4.3,72,2
Apple,"Apple MacBook Pro (M5 Pro, 2026) M5 Pro - (24 GB/2 TB SSD/Tahoe) MGDT4HN/A",309900,,,,,
Lenovo,Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,75375,91966,18,4.1,51,5
DELL,DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,56990,72100,20,4.1,695,46
HP,HP Victus AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,74901,83632,10,2,3,0
HP,HP Victus (i5 14th Gen) Intel Core 5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,86025,90000,4,,,
Apple,Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXW3HN/A,118990,134900,11,4.7,483,26
Lenovo,Lenovo Ideapad Slim 3i Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Ideapad Slim ...,54990,84998,35,3.6,5,0
Infinix,Infinix Intel Core i7 11th Gen 1195G7 - (16 GB/1 TB SSD/Windows 11 Home) INBook X2 Plus Core i7 Thin a...,64490,89990,28,4.1,26,1
Lenovo,Lenovo Ideapad 330s Intel Core i5 8th Gen 8250U - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-1...,46999,62594,24,4,21,5
Microsoft,MICROSOFT Surface Pro 9 Intel Core i7 12th Gen 1255U - (16 GB/256 GB SSD/Windows 11 Home) QIL-00031 Th...,158999,167999,5,,,
MSI,MSI Thin A15 B7UC AMD Ryzen 5 Hexa Core 7535HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,75990,82990,8,4.4,316,26
ASUS,ASUS VivoBook 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1502QA-EJ742WS Thi...,72999,82990,12,4.2,1765,131
Lenovo,Lenovo AMD Ryzen 7 Octa Core 6th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,65900,105000,37,,,
ASUS,"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 - (16 GB/512 GB SSD/Wi...",67217,92990,27,4.2,58,2
DELL,DELL XPS Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 40...,313990,385830,18,,,
GIGABYTE,GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,160160,,,3.7,19,3
Infinix,Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thi...,74990,99990,25,4.2,355,55
Infinix,Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,79990,119990,33,4.2,355,55
ASUS,ASUS ROG Strix G15 Advantage Edition with 90Whr Battery AMD Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD...,125602,197999,36,4.6,82,7
MSI,MSI Creator Z17 HX Studio Intel Core i7 14th Gen 14700HX - (32 GB/2 TB SSD/Windows 11 Pro/8 GB Graphic...,299990,329990,9,,,
ASUS,"ASUS Vivobook S15, A-Part Metal Body, Backlit Keyboard, Intel Core i9 13th Gen 13900H - (16 GB/512 GB ...",83990,110990,24,4.4,167,15
MSI,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-1050IN B...,64990,71990,9,4.2,6,1
HP,HP 240 G10 Backlit + FingerPrint (2025) Professional Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/...,58990,94990,37,3.2,5,1
HP,HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,69990,92110,24,4.4,1403,90
HP,HP 255 G10 AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapto...,38000,41990,9,4.1,407,26
MSI,MSI Modern 15 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H C13M Bu...,62990,71990,12,2.7,7,0
HP,HP Victus AI 39 TOPS AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,113320,,,4.4,97,3
HP,HP 14R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 14R G9 Thin and Light L...,42791,74000,42,3.6,77,7
Apple,Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXQ3HN/A,99990,114900,12,4.7,483,26
Lenovo,Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light...,39990,61990,35,,,
MSI,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-427IN Bus...,47999,68990,30,4.4,62,7
ASUS,ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Window...,73130,96999,24,4.3,919,74
Apple,Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MW103HN/A,113990,119900,4,4.7,2624,175
Lenovo,Lenovo LOQ AMD Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,90490,,,,,
ASUS,ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,52069,52990,1,4.3,38,1
MSI,MSI Modern 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-220IN ...,56490,61990,8,4.3,717,147
HP,HP MS Office 2024 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) fd0465TU Thin and L...,44990,50833,11,4,83,4
