Product Name,Selling Price,Original Price,Discount,Rating,Rating Count
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,"₹51,990","₹69,190",24% off,4.3,553 Ratings & 59 Reviews
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDHH4HN/A","₹1,19,900",N/A,N/A,4.5,32 Ratings & 3 Reviews
DELL Alienware 16 Aurora (i7 14th Gen) Microsoft Office Home 2024 Intel Core 7 240H - (16 GB/1 TB SSD/...,"₹1,22,990","₹1,51,875",19% off,4.1,7 Ratings & 0 Reviews
DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11...,"₹41,490","₹64,990",36% off,3.4,7 Ratings & 1 Reviews
Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/256 GB SSD/Tahoe) MHFF4HN/A,"₹68,949","₹69,900",1% off,4.8,24 Ratings & 2 Reviews
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"₹84,990","₹94,999",10% off,4.2,120 Ratings & 10 Reviews
ASUS Expertbook P1 Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71075W...,"₹68,990","₹1,14,990",40% off,4.3,270 Ratings & 15 Reviews
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,"₹53,000",N/A,N/A,4.2,"3,220 Ratings & 217 Reviews"
Acer Professional AMD Ryzen 3 Quad Core 7th Gen 7330U With Turbo Boost - (16 GB/512 GB SSD/Windows 11 ...,"₹39,990","₹39,999",N/A,3.9,70 Ratings & 12 Reviews
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Snapdragon X - (16 GB/512 GB SSD/Win...","₹72,990","₹98,990",26% off,4.5,"1,061 Ratings & 80 Reviews"
ASUS TUF Gaming F16 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹69,990","₹96,990",27% off,4.9,12 Ratings & 2 Reviews
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU / 15-fd0569TU Thin...,"₹45,990","₹50,903",9% off,4.1,920 Ratings & 53 Reviews
"Apple MacBook Pro (M5 Pro, 2026) M5 Pro - (24 GB/1 TB SSD/Tahoe) MGDN4HN/A","₹2,49,900",N/A,N/A,N/A,N/A
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹46,890","₹57,499",18% off,4.4,"10,181 Ratings & 1,034 Reviews"
Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,"₹91,999","₹1,46,890",37% off,4.3,43 Ratings & 5 Reviews
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹1,87,999","₹2,38,646",21% off,N/A,N/A
HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U vPro Technology - (8 GB/512 GB SSD...,"₹52,990","₹94,990",44% off,N/A,N/A
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹36,990","₹44,990",17% off,4.1,"1,495 Ratings & 105 Reviews"
HP OmniBook 7 Aero (Previously Pavilion) AMD Ryzen AI 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows...,"₹76,990","₹96,137",19% off,4.3,61 Ratings & 5 Reviews
MSI Pulse GL66 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"₹1,13,990","₹1,39,990",18% off,4.5,182 Ratings & 31 Reviews
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB S...,"₹40,990","₹48,990",16% off,4.2,74 Ratings & 4 Reviews
"ASUS Vivobook S14 OLED (2025), Copilot + PC, AI PC, Metal Body, Backlit Keyboard, Intel Core Ultra 5 2...","₹79,990","₹1,16,990",31% off,4.3,55 Ratings & 2 Reviews
Lenovo IdeaPad Slim 5 AMD Ryzen AI 5 Quad Core AI 5 330 - (16 GB/512 GB SSD/Windows 11 Home) 14AKP10 T...,"₹65,990","₹97,890",32% off,N/A,N/A
MSI Titan GT77 Intel Core i9 13th Gen 13980HX - (64 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...,"₹4,70,990","₹5,48,990",14% off,N/A,N/A
"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen...","₹63,632","₹86,990",26% off,4.4,944 Ratings & 73 Reviews
DELL 14 Microsoft Office Home 2024 Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5441 Thi...,"₹61,990","₹87,704",29% off,4.7,3 Ratings & 1 Reviews
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1299IN...,"₹45,999","₹58,990",22% off,4.3,"1,639 Ratings & 158 Reviews"
ASUS ExpertBook P1 (i5 14th Gen) Intel Core 5 210H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S6163...,"₹68,990","₹1,14,990",40% off,4.5,13 Ratings & 2 Reviews
Lenovo Legion 5 AMD Ryzen 7 Octa Core 260 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,75,490","₹2,06,390",14% off,5,4 Ratings & 0 Reviews
"ASUS Vivobook 14 Flip OLED (2025) with Touch Screen, Backlit Keyboard, Intel Core Ultra 5 226V - (16 G...","₹89,990","₹1,22,990",26% off,4.3,41 Ratings & 5 Reviews
Lenovo Legion Pro 7 Intel Core Ultra 9 9th Gen - (32 GB/1 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA...,"₹5,24,190",N/A,N/A,N/A,N/A
MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Th...,"₹63,266","₹78,990",19% off,4.3,196 Ratings & 21 Reviews
DELL Alienware Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce ...,"₹1,34,999","₹1,71,424",21% off,N/A,N/A
"ASUS ProArt PX13 (2026) for Creator with Touch Screen, MSO 2024 + M365 Basic,AI PC AMD Ryzen AI Max+ 3...","₹3,34,990","₹4,01,990",16% off,N/A,N/A
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,"₹70,800","₹92,390",23% off,4.4,"2,926 Ratings & 298 Reviews"
"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Window...","₹40,990","₹74,990",45% off,4.4,"3,040 Ratings & 252 Reviews"
DELL XPS 13 Intel Core i7 8th Gen 8550U - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Lapto...,"₹1,24,990","₹1,39,104",10% off,1.7,3 Ratings & 0 Reviews
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹63,699","₹85,999",25% off,4.3,592 Ratings & 51 Reviews
HP 240R G9 (2026) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,"₹55,990","₹82,990",32% off,N/A,N/A
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,"₹49,990","₹59,990",16% off,4.1,"3,799 Ratings & 360 Reviews"
"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Window...","₹41,990","₹61,990",32% off,4.4,"4,490 Ratings & 479 Reviews"
"MICROSOFT Surface Pro 12"" Core 8 Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) Surface Pro 2 ...","₹91,990","₹93,999",2% off,4.8,11 Ratings & 0 Reviews
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0...,"₹20,990","₹21,990",4% off,3.8,386 Ratings & 24 Reviews
DELL Latitude 3550 (2026) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 355...,"₹41,990","₹70,990",40% off,N/A,N/A
ASUS TUF Gaming A17 AMD Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphic...,"₹55,999","₹81,990",31% off,4.6,542 Ratings & 91 Reviews
Samsung Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,"₹1,28,030","₹1,53,588",16% off,4.5,8 Ratings & 2 Reviews
Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹54,165","₹59,990",9% off,4.1,"2,409 Ratings & 208 Reviews"
DELL 14 Plus Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) D...,"₹98,990","₹1,16,859",15% off,4.8,8 Ratings & 2 Reviews
"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, A-Part Metal Body, Intel Core i5 13th Ge...","₹63,990","₹86,990",26% off,4.7,55 Ratings & 6 Reviews
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,"₹2,46,399","₹3,35,990",26% off,N/A,N/A
Apple MacBook Pro M5 - (24 GB/1 TB SSD/macOS Tahoe) MDE64HN/A,"₹2,09,900",N/A,N/A,N/A,N/A
"Apple MacBook Pro (M5, 2025) M5 - (32 GB/1 TB SSD/Tahoe) MJ3E4HN/A","₹2,29,900",N/A,N/A,N/A,N/A
HP OmniBook 5 OLED Next-Gen AI Laptop Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) 16-fb0001QU Thin...,"₹69,971","₹88,225",20% off,N/A,N/A
Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP940X...,"₹1,10,990","₹1,51,789",26% off,4.4,94 Ratings & 17 Reviews
Samsung Galaxy Book6 Intel Core Ultra 7 - (16 GB/512 GB SSD/Windows 11 Home) NP760VJG Laptop,"₹1,27,990","₹1,65,190",22% off,N/A,N/A
ASUS Vivobook S14 (2025)(i5 14th Gen) with Office 2024 + M365 Basic* Backlit Keyboard Intel Core 5 210...,"₹64,990","₹65,990",1% off,4.2,109 Ratings & 10 Reviews
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹29,990","₹54,552",45% off,4.2,"5,382 Ratings & 349 Reviews"
Lenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,"₹46,990","₹62,990",25% off,4.1,"1,797 Ratings & 158 Reviews"
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,"₹44,990",N/A,N/A,3.6,160 Ratings & 36 Reviews
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light...,"₹90,000",N/A,N/A,4.4,92 Ratings & 10 Reviews
Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,67,990","₹1,84,490",8% off,4.4,14 Ratings & 0 Reviews
Lenovo Yoga Book 9 Intel Evo Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) 13IRU8 2 ...,"₹1,66,299","₹3,14,890",47% off,4.2,9 Ratings & 0 Reviews
Lenovo IdeaPad 1 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,"₹38,099","₹54,490",30% off,4.1,"1,093 Ratings & 91 Reviews"
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1401IN ...,"₹42,990","₹47,990",10% off,4.2,119 Ratings & 11 Reviews
ASUS Expertbook P3 Metal High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/...,"₹64,786","₹71,990",10% off,4.4,475 Ratings & 44 Reviews
Apple Macbook Neo A18 Pro(2026) A18 Pro - (8 GB/512 GB SSD/Tahoe) MHFC4HN/A,"₹79,290","₹79,900",N/A,4.8,24 Ratings & 2 Reviews
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi...,"₹62,990","₹1,04,890",39% off,4.4,961 Ratings & 105 Reviews
"ASUS Zenbook Duo OLED AI PC, with Touch Screen, Full Metal Body, Intel Core Ultra 7 155H - (32 GB/1 TB...","₹1,39,990","₹2,42,990",42% off,4.6,17 Ratings & 2 Reviews
DELL Alienware 16 Aurora (i7 14th Gen) Microsoft Office Home 2024 Intel Core 7 - (16 GB/1 TB SSD/Windo...,"₹96,990","₹1,30,124",25% off,4.8,5 Ratings & 1 Reviews
DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5430 Thin and ...,"₹59,090","₹68,089",13% off,4,223 Ratings & 24 Reviews
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (16 GB/512 GB S...","₹46,990","₹54,990",14% off,4.8,10 Ratings & 0 Reviews
Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) NP...,"₹1,33,990","₹1,47,926",9% off,4.3,20 Ratings & 3 Reviews
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,"₹71,490","₹73,688",2% off,4.3,"2,481 Ratings & 174 Reviews"
Infinix Y3 Max Series Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹59,990",N/A,N/A,4.3,584 Ratings & 88 Reviews
GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,"₹96,500","₹1,62,000",40% off,4.6,117 Ratings & 18 Reviews
"ASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...","₹87,990","₹97,990",10% off,N/A,N/A
DELL 14 Plus Next Gen AI PC Microsoft Office Home 2024 Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Win...,"₹78,990","₹98,040",19% off,4.3,388 Ratings & 33 Reviews
ASUS VivoBook 14 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin...,"₹35,990","₹50,990",29% off,4.3,643 Ratings & 58 Reviews
Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB S...,"₹59,990","₹86,690",30% off,4.6,20 Ratings & 2 Reviews
GIGABYTE G Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹1,48,500",N/A,N/A,4.3,173 Ratings & 31 Reviews
DELL G15 Microsoft Office Home 2024 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6...,"₹78,990","₹1,01,709",22% off,4.2,678 Ratings & 51 Reviews
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹55,990","₹75,990",26% off,4.3,"1,873 Ratings & 134 Reviews"
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,"₹71,990","₹85,990",16% off,4.2,46 Ratings & 2 Reviews
"ASUS Zenbook S 16 OLED (2025) with Touch Screen, Backlit Keyboard, AI PC AMD Ryzen AI 7 Octa Core 350 ...","₹1,34,990","₹1,70,990",21% off,5,7 Ratings & 0 Reviews
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) AS15 42 / A325 42 Thin a...,"₹42,990","₹44,990",4% off,4.2,858 Ratings & 98 Reviews
Acer Aspire Intel Core i5 12th Gen 12450H - (12 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹56,990","₹59,990",5% off,4.1,"2,409 Ratings & 208 Reviews"
ASUS ROG Zephyrus G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 285H - (32 GB/2 TB SSD/...,"₹3,59,990","₹3,95,990",9% off,N/A,N/A
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,"₹20,999","₹43,999",52% off,4.2,"13,575 Ratings & 971 Reviews"
Acer Nitro V 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,"₹1,04,999","₹1,14,999",8% off,4.1,292 Ratings & 34 Reviews
MSI Raider GE78 HX Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVI...,"₹3,39,990",N/A,N/A,N/A,N/A
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,03,290","₹1,27,990",19% off,4.5,436 Ratings & 27 Reviews
Acer Aspire Lite Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,"₹59,990","₹71,599",16% off,4,21 Ratings & 2 Reviews
HP OMEN Intel Core i7 14th Gen 14650HX - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹1,32,990","₹1,62,996",18% off,4.4,52 Ratings & 7 Reviews
ASUS TUF Gaming A16 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphic...,"₹1,02,990","₹1,14,990",10% off,4.5,722 Ratings & 27 Reviews
DELL Inspiron 16 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 5640 Laptop,"₹58,999","₹67,717",12% off,4.4,10 Ratings & 1 Reviews
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,"₹1,79,999","₹1,95,999",8% off,4.8,107 Ratings & 11 Reviews
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,"₹37,999","₹61,990",38% off,4.4,"4,847 Ratings & 541 Reviews"
Infinix X1 Slim Series Intel Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and...,"₹39,990","₹59,999",33% off,4.1,992 Ratings & 134 Reviews
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K36...,"₹65,990","₹80,990",18% off,4.3,21 Ratings & 2 Reviews
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹42,990","₹49,990",14% off,4.3,"2,866 Ratings & 174 Reviews"
ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹64,990","₹86,990",25% off,4.4,"3,607 Ratings & 201 Reviews"
HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 3 Quad Core 7335U - (8 GB/512 GB SSD/Windows 11...,"₹40,490","₹55,990",27% off,N/A,N/A
HP 15 (i5 14th Gen) Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1096TU Thin and Light L...,"₹60,490","₹73,920",18% off,N/A,N/A
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹69,000","₹89,890",23% off,4.4,882 Ratings & 78 Reviews
Lenovo V15 Gen 5 (2026) DDR5 5600Mhz Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) V...,"₹42,990","₹70,990",39% off,N/A,N/A
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,"₹23,800","₹32,295",26% off,4,"2,098 Ratings & 167 Reviews"
Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Light...,"₹39,990","₹56,990",29% off,4.4,23 Ratings & 2 Reviews
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,"₹57,490","₹60,695",5% off,4,219 Ratings & 21 Reviews
MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,"₹40,382","₹47,990",15% off,4.4,"1,537 Ratings & 165 Reviews"
Acer Aspire 14 with Backlit Keyboard Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home...,"₹48,999","₹93,999",47% off,4.3,"6,285 Ratings & 529 Reviews"
DELL Inspiron 3530 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin...,"₹57,990","₹69,990",17% off,4.1,7 Ratings & 1 Reviews
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDH74HN/A","₹1,19,900",N/A,N/A,4.5,32 Ratings & 3 Reviews
DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 16 Plus Laptop,"₹82,999","₹1,01,999",18% off,4.2,60 Ratings & 3 Reviews
ASUS ExpertBook P1 (i7 14th Gen) Intel Core 7 240H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S7208...,"₹78,990","₹99,990",21% off,4.4,48 Ratings & 2 Reviews
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thi...,"₹51,990","₹74,990",30% off,4.2,"8,863 Ratings & 488 Reviews"
Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,"₹58,548","₹63,990",8% off,4.1,"2,409 Ratings & 208 Reviews"
"ASUS Gaming V16 (2025) with Office 2024 + M365 Basic*, AI PC, (i7 14th gen) Intel Core 7 240H - (16 GB...","₹99,990","₹1,13,990",12% off,4.3,98 Ratings & 4 Reviews
"ASUS Vivobook S14 (2025) with Backlit Keyboard, Metallic Design*, Intel Core Ultra 7 255H - (16 GB/512...","₹82,990","₹1,10,990",25% off,4.5,29 Ratings & 3 Reviews
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹71,490","₹90,490",20% off,4.4,"1,097 Ratings & 82 Reviews"
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹79,990","₹89,990",11% off,4.5,45 Ratings & 4 Reviews
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹99,999","₹1,13,899",12% off,4.3,526 Ratings & 42 Reviews
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"₹47,080","₹58,990",20% off,4.1,"2,867 Ratings & 214 Reviews"
"MICROSOFT Surface Pro 12"" with Type Cover & Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 1...","₹1,02,999",N/A,N/A,N/A,N/A
MSI Raider 18 HX AI Intel Core Ultra 9 285HX - (64 GB/4 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA G...,"₹4,99,990","₹5,59,990",10% off,N/A,N/A
Lenovo Legion 7 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,"₹2,63,490","₹2,86,890",8% off,N/A,N/A
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i7 13th Gen 13620H - (16 GB/512 GB S...,"₹63,990","₹87,990",27% off,4.4,55 Ratings & 4 Reviews
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹77,999","₹1,00,990",22% off,N/A,N/A
HP Chromebook Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromeb...,"₹25,540","₹32,279",20% off,4.1,"2,269 Ratings & 158 Reviews"
Infinix Intel Core i7 10th Gen 1065G7 - (8 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL21 Thin an...,"₹47,990","₹64,990",26% off,N/A,N/A
HP 15s Intel Core i5 8th Gen 8265U - (8 GB/1 TB HDD/Windows 10 Home) 15s-du0051TU Thin and Light Lapto...,"₹50,176","₹56,538",11% off,4.2,182 Ratings & 18 Reviews
Lenovo LOQ 2025 AMD Ryzen 7 Octa Core 250 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,15,990","₹1,32,590",12% off,4.4,67 Ratings & 8 Reviews
WINGS Nuvobook Pro Aluminium Alloy Metal Body Intel Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/...,"₹46,990","₹89,999",47% off,4.1,135 Ratings & 24 Reviews
HP OmniBook X Flip (Previously Envy) Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows 11 Home/16 GB G...,"₹1,22,999","₹1,60,689",23% off,4.7,6 Ratings & 1 Reviews
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,"₹34,990","₹56,990",38% off,4.3,"7,777 Ratings & 605 Reviews"
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2304au Thin and Light Laptop,"₹48,419",N/A,N/A,4.4,396 Ratings & 30 Reviews
ASUS ExpertBook P1 (i7 14th Gen) Intel Core 7 240H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S6149...,"₹79,990","₹1,29,990",38% off,N/A,N/A
