Product Name,Selling Price,Original Price,Discount,Rating,Rating Count
Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MC6U4HN/A,"₹1,13,990","₹1,19,900",4% off,4.7,"2,624 Ratings & 175 Reviews"
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹89,990",N/A,N/A,4.4,97 Ratings & 5 Reviews
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic...,"₹2,56,999",N/A,N/A,4.4,19 Ratings & 3 Reviews
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-284IN Busi...,"₹46,990","₹64,990",27% off,4.4,256 Ratings & 21 Reviews
"Apple MacBook Air (M5, 2026) M5 - (24 GB/1 TB SSD/Tahoe) MDVU4HN/A","₹1,84,900",N/A,N/A,N/A,N/A
HP Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Laptop,"₹82,490","₹85,991",4% off,4.1,466 Ratings & 36 Reviews
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...","₹1,08,990","₹1,37,990",21% off,4.4,30 Ratings & 2 Reviews
walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,"₹30,000",N/A,N/A,3.7,"1,630 Ratings & 206 Reviews"
GIGABYTE G5 KF5-H3IN353KH Intel Core i7 13th Gen G Series - (16 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,"₹1,59,000",N/A,N/A,4.2,20 Ratings & 4 Reviews
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,"₹1,54,999","₹1,85,999",16% off,5,4 Ratings & 0 Reviews
Acer Aspire Lite (2025) AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin ...,"₹47,990","₹74,990",36% off,4,5 Ratings & 1 Reviews
HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...,"₹39,085","₹44,990",13% off,3.8,35 Ratings & 4 Reviews
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,"₹99,990","₹1,42,999",30% off,4.5,574 Ratings & 56 Reviews
HP Omnibook 3 AMD Ryzen AI 5 Hexa Core 340 - (16 GB/512 GB SSD/Windows 11 Home) 15-fn0007AU Thin and L...,"₹60,990","₹76,295",20% off,4.4,24 Ratings & 3 Reviews
Lenovo Yoga 6 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,"₹1,08,190",N/A,N/A,4.2,39 Ratings & 5 Reviews
Lenovo Legion 5 WQXGA OLED Intel Core Ultra 7 255 HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/N...,"₹2,01,490","₹2,30,890",12% off,N/A,N/A
Lenovo Ideapad 3 Intel Core i5 10th Gen 1035G1 - (4 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,"₹41,999","₹61,490",31% off,3.6,399 Ratings & 73 Reviews
MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Thin a...,"₹54,990","₹60,990",9% off,4.2,287 Ratings & 17 Reviews
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Home) EP2-36996 Laptop","₹99,990","₹1,00,999",N/A,N/A,N/A
MICROSOFT Surface Pro 9 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) QEZ-00048 Thi...,"₹79,990","₹1,16,999",31% off,3.4,5 Ratings & 0 Reviews
"MICROSOFT Surface Laptop 13"" Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-31940 Laptop","₹1,08,990","₹1,09,999",N/A,4.8,5 Ratings & 0 Reviews
DELL Inspiron 15 (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) DC15250 Thin...,"₹44,990","₹47,877",6% off,4.2,80 Ratings & 6 Reviews
"HP OmniBook 5 Backlit Keyboard & MSO'2024, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11...","₹62,990","₹82,575",23% off,4.5,22 Ratings & 2 Reviews
"ASUS Vivobook S16 (2025) with Office 2024 + M365 Basic*, Metal Body*, Intel Core Ultra 5 225H - (16 GB...","₹77,153","₹99,990",22% off,4.2,26 Ratings & 2 Reviews
"ASUS Vivobook 16X (2026) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...","₹70,282","₹89,990",21% off,N/A,N/A
ASUS ROG Zephyrus G14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 Octa Core 270 - (16 GB/1 TB SS...,"₹1,99,990","₹2,21,990",9% off,4.4,14 Ratings & 0 Reviews
MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-817IN ...,"₹57,990",N/A,N/A,4.2,287 Ratings & 17 Reviews
"Acer Aspire Lite with Backlit Keyboard, Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Ho...","₹57,990","₹79,990",27% off,4.3,90 Ratings & 6 Reviews
Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (24 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,"₹59,990","₹99,990",40% off,N/A,N/A
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,"₹57,990","₹69,990",17% off,4.5,165 Ratings & 18 Reviews
Lenovo ThinkBook 15 AMD Ryzen 7 Octa Core 7730U - (8 GB/512 GB SSD/DOS) ThinkBook 15 G5 Thin and Light...,"₹51,990","₹74,000",29% off,3.7,34 Ratings & 5 Reviews
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (16 GB/1 TB SSD/Wi...,"₹2,04,990","₹2,27,990",10% off,4.8,31 Ratings & 0 Reviews
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU / FD0063TU Thin a...,"₹32,990","₹51,134",35% off,4.2,"7,372 Ratings & 576 Reviews"
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SS...","₹61,701","₹85,000",27% off,4,86 Ratings & 5 Reviews
"Apple MacBook Pro (M5 Max, 2026) M5 Max - (36 GB/2 TB SSD/Tahoe) MGED4HN/A","₹4,29,900",N/A,N/A,N/A,N/A
"ASUS Vivobook S 14 Intel EVO H-Series, with Backlit Keyboard, Intel Core i5 12th Gen 12500H - (16 GB/5...","₹59,999","₹86,990",31% off,4.4,"2,277 Ratings & 208 Reviews"
Acer Aspire 7 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,"₹84,990","₹94,999",10% off,4.5,8 Ratings & 0 Reviews
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVD4HN/A","₹1,44,900",N/A,N/A,N/A,N/A
ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (16 GB/1 TB ...,"₹1,69,990","₹1,91,990",11% off,4.9,52 Ratings & 9 Reviews
MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹80,999","₹1,03,990",22% off,4.5,22 Ratings & 5 Reviews
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,"₹1,52,990","₹1,74,890",12% off,4.3,25 Ratings & 1 Reviews
Lenovo Yoga Pro 7 2.8K OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graph...,"₹1,26,699","₹2,02,890",37% off,3,4 Ratings & 0 Reviews
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/512 GB SSD/128 GB EMMC Storage/Chrome OS) CX1...,"₹24,990",N/A,N/A,N/A,N/A
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1151TU/14-gr1036TU/14-ep...,"₹76,990","₹95,687",19% off,4.1,466 Ratings & 36 Reviews
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹47,000","₹61,999",24% off,4.3,"1,632 Ratings & 104 Reviews"
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) 83K100HSIN Thin...,"₹68,990","₹92,290",25% off,4.3,158 Ratings & 8 Reviews
MSI Katana 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹74,999","₹94,990",21% off,4.3,90 Ratings & 12 Reviews
ASUS VivoBook Ultra AMD Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB5...,"₹53,999","₹73,990",27% off,4.5,679 Ratings & 78 Reviews
HP 240R G9 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,"₹43,990","₹70,990",38% off,N/A,N/A
"ASUS Vivobook S14 OLED (2025), AI PC, Metal Body, Backlit Keyboard, Intel Core Ultra 7 256V - (16 GB/5...","₹94,990","₹1,28,990",26% off,4,5 Ratings & 1 Reviews
MSI Venture 15 AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Venture 15 AI A1MG-005I...,"₹69,990","₹79,990",12% off,N/A,N/A
Acer Swift Go 14 Office 2024 + M365 Basic AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 H...,"₹44,990","₹69,999",35% off,4.4,"1,026 Ratings & 107 Reviews"
Acer Swift Go 14Office 2024 + M365 Basic AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Ho...,"₹49,990","₹79,999",37% off,4.4,681 Ratings & 74 Reviews
"MICROSOFT Surface Pro 12"" with Pen Core 8 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) EP2-2...","₹1,06,990","₹1,15,898",7% off,N/A,N/A
HP OMEN Intel Core i9 14th Gen 14900HX - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹1,66,990","₹1,91,099",12% off,4.3,13 Ratings & 0 Reviews
Lenovo Workstation P15v Intel Core i7 12th Gen 12800H - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) ...,"₹1,48,999","₹1,94,304",23% off,N/A,N/A
MSI Stealth 18 Studio AI PC Intel Core Ultra 9 1st Gen 185H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Gr...,"₹3,49,990","₹3,89,990",10% off,N/A,N/A
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹86,990",N/A,N/A,4.4,97 Ratings & 5 Reviews
DELL XPS Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 Home) 9345 Thin and Light Laptop,"₹1,79,990","₹2,27,418",20% off,N/A,N/A
DELL 14 Next Gen AI PC Microsoft Office Home 2024 Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows ...,"₹90,990","₹1,02,656",11% off,4.4,38 Ratings & 4 Reviews
Samsung Galaxy Book4 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Linux) NP754XGQ-LS1IN Thin an...,"₹51,990","₹82,789",37% off,3.3,22 Ratings & 2 Reviews
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,"₹16,490","₹37,690",56% off,3.9,"1,390 Ratings & 110 Reviews"
Lenovo Yoga Intel Core i7 10th Gen 1065G7 - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and ...,"₹1,31,699","₹2,23,890",41% off,1.8,4 Ratings & 1 Reviews
ASUS Chromebook CX15 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CTA-S7025...,"₹24,990",N/A,N/A,3,4 Ratings & 0 Reviews
DELL 14 Microsoft Office Home 2024 Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 11 Home) DB0425...,"₹1,02,490","₹1,11,258",7% off,N/A,N/A
Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) ...,"₹1,09,350","₹1,53,990",28% off,4.7,35 Ratings & 7 Reviews
Lenovo Ideapad Slim 3i (2021) Intel Core i3 10th Gen 10110U - (4 GB/256 GB SSD/Windows 11 Home) Ideapa...,"₹36,990","₹55,190",32% off,3.7,3 Ratings & 0 Reviews
DELL Inspiron 7440 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7440 2...,"₹61,490","₹71,479",13% off,5,3 Ratings & 1 Reviews
Acer Swift Neo Office 2024 + M365 Basic Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) SFN...,"₹63,990","₹99,999",36% off,4.1,662 Ratings & 53 Reviews
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Intel Core Ultra 5 22...","₹75,489","₹92,990",18% off,4.3,209 Ratings & 19 Reviews
Lenovo IdeaPad Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 83K100C6IN Thin and ...,"₹65,999","₹82,490",19% off,4,7 Ratings & 0 Reviews
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X Elite ...","₹89,990","₹1,29,990",30% off,1.8,4 Ratings & 0 Reviews
Samsung Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windo...,"₹1,51,310","₹1,87,190",19% off,2.3,3 Ratings & 1 Reviews
Apple MacBook Pro M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX83HN/A,"₹3,02,990","₹3,19,900",5% off,N/A,N/A
DELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...,"₹73,490","₹92,833",20% off,N/A,N/A
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"₹74,799","₹1,21,790",38% off,4.1,169 Ratings & 20 Reviews
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹17,990","₹32,990",45% off,3.8,"3,488 Ratings & 297 Reviews"
HP Essentials Intel Core i5 13th Gen 1334U - (8 GB/1 TB SSD/Windows 11 Home) 15-FD0549TU Thin and Ligh...,"₹56,990","₹72,053",20% off,N/A,N/A
Avita E Series Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AM14A2INF56F-SLF Lapto...,"₹32,499","₹75,980",57% off,3.3,7 Ratings & 5 Reviews
DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 5330 Thin and Light Laptop,"₹68,990","₹1,16,067",40% off,5,3 Ratings & 0 Reviews
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹17,990","₹32,990",45% off,3.8,"3,063 Ratings & 263 Reviews"
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X - (16 ...","₹95,990","₹1,22,990",21% off,3.8,23 Ratings & 2 Reviews
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹59,990",N/A,N/A,4.3,469 Ratings & 58 Reviews
MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T...,"₹52,990","₹73,990",28% off,4.2,193 Ratings & 14 Reviews
DELL 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) DC15250 / DB15250 Thin and L...,"₹66,990","₹71,763",6% off,N/A,N/A
Acer NITRO V 16S (i5 14th Gen) Intel Core 5 - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,"₹1,11,999","₹1,28,999",13% off,4.5,79 Ratings & 10 Reviews
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/1 TB SSD/Windows 11 Home) NP750XHD Thin...,"₹1,00,870","₹1,27,990",21% off,3.9,9 Ratings & 2 Reviews
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,"₹37,990","₹50,990",25% off,4.3,"3,246 Ratings & 292 Reviews"
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,"₹45,999","₹52,990",13% off,4.4,369 Ratings & 36 Reviews
HP 250R G10 (2025) (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 11 Home) 250R ...,"₹48,990","₹49,778",1% off,4,9 Ratings & 0 Reviews
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB S...,"₹58,070","₹74,990",22% off,4.5,175 Ratings & 12 Reviews
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB...,"₹56,990","₹73,990",22% off,4.4,32 Ratings & 3 Reviews
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (8 GB/64 GB EMMC Storage/Chrome OS) 100e Chromebo...,"₹22,490","₹39,220",42% off,4,"2,768 Ratings & 205 Reviews"
HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Pro) 15 G10 Thin ...,"₹52,990","₹94,990",44% off,N/A,N/A
"Apple MacBook Air (M5, 2026) M5 - (16 GB/512 GB SSD/Tahoe) MDVH4HN/A","₹1,44,900",N/A,N/A,N/A,N/A
MSI Katana 15 HX Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,"₹1,40,000","₹1,51,999",7% off,4.4,16 Ratings & 1 Reviews
ASUS TUF Gaming A17 AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Grap...,"₹92,990","₹1,16,990",20% off,4.2,67 Ratings & 6 Reviews
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹89,990",N/A,N/A,4.6,130 Ratings & 14 Reviews
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,"₹71,199","₹1,11,890",36% off,4.4,577 Ratings & 56 Reviews
HP Pavilion x360 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin an...,"₹72,990","₹84,990",14% off,4.4,242 Ratings & 25 Reviews
HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 15 G10 Thin...,"₹52,990","₹94,990",44% off,N/A,N/A
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,"₹50,990","₹85,990",40% off,4.3,"7,893 Ratings & 608 Reviews"
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,"₹70,990","₹98,990",28% off,4.4,"4,755 Ratings & 444 Reviews"
GIGABYTE AORUS MASTER 16 Intel Core Ultra 9 Ultra 9 - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/N...,"₹3,18,499","₹5,39,999",41% off,N/A,N/A
DELL XPS 13 Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) XPS 13 9320 Thin and Light Lapto...,"₹1,93,990","₹3,93,990",50% off,N/A,N/A
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,"₹1,46,134",N/A,N/A,4.3,20 Ratings & 3 Reviews
HP Spectre x360 AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) aa0664T...,"₹2,24,823",N/A,N/A,N/A,N/A
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH8 Thin a...,"₹64,999","₹78,990",17% off,N/A,N/A
Lenovo Ideapad 3 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15ITL6 Th...,"₹48,999","₹84,190",41% off,N/A,N/A
Acer Swift Lite 14 Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFL14-54M Thin and Lig...,"₹62,999","₹84,999",25% off,4.2,"1,701 Ratings & 156 Reviews"
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0752TU /15s-fy5003TU Thin...,"₹34,990","₹51,266",31% off,4.3,"6,560 Ratings & 381 Reviews"
Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"₹1,69,990","₹1,97,999",14% off,4.1,14 Ratings & 3 Reviews
HP Pavilion 14 Touchscreen Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Pavilion ...,"₹68,300","₹79,213",13% off,3.9,158 Ratings & 14 Reviews
Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYN3HN/A,"₹1,37,990","₹1,44,900",4% off,4.7,483 Ratings & 26 Reviews
MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹67,500","₹92,990",27% off,4.3,107 Ratings & 3 Reviews
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹69,990",N/A,N/A,4.3,558 Ratings & 55 Reviews
Apple MacBook Pro M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW63HN/A,"₹3,77,990","₹3,89,900",3% off,4,4 Ratings & 1 Reviews
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹82,999","₹1,01,705",18% off,4.4,38 Ratings & 3 Reviews
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...","₹64,262","₹89,990",28% off,N/A,N/A
Avita Liber E Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AM14A2IN Thin and Light...,"₹32,499","₹75,980",57% off,3.3,25 Ratings & 6 Reviews
Acer Acer Aspire Lite AL15-53 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53...,"₹39,990","₹49,990",20% off,4.2,307 Ratings & 21 Reviews
Samsung Galaxy Book5 Pro 360 AI PC Full Metal Chasis Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows...,"₹1,90,110","₹2,35,190",19% off,4.5,21 Ratings & 1 Reviews
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN /...,"₹55,959","₹79,999",30% off,4.3,196 Ratings & 21 Reviews
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹54,990","₹84,999",35% off,4.3,"2,471 Ratings & 170 Reviews"
Apple MacBook Air M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9D4HN/A,"₹1,28,990","₹1,34,900",4% off,4.7,3 Ratings & 0 Reviews
Acer Aspire Lite Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,"₹62,990","₹74,990",16% off,4,21 Ratings & 2 Reviews
"ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic*, AMD Ryzen 7 Octa Core 170 - (16 GB/512 GB SSD/...","₹68,990","₹72,990",5% off,N/A,N/A
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...,"₹43,990","₹54,990",20% off,4.3,"7,201 Ratings & 512 Reviews"
MSI Modern 15 Intel Core i7 13th Gen 1355U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Th...,"₹61,990","₹83,990",26% off,4,62 Ratings & 7 Reviews
HP 250 G10 Backlit (2025) Professional Intel Core i5 13th Gen 1334U vPro Technology - (24 GB/512 GB SS...,"₹60,490","₹1,02,990",41% off,N/A,N/A
MSI Vector 16 HX AI A2X Intel Core Ultra 7 14th Gen 255HX - (16 GB/1 TB SSD/Windows 11 Home/12 GB Grap...,"₹1,97,999","₹2,46,990",19% off,N/A,N/A
MSI Prestige 16 Studio AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) ...,"₹1,59,990","₹1,79,990",11% off,N/A,N/A
Acer Aspire go 14 (2025) WUXGA IPS Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) AG14-7...,"₹57,856","₹72,990",20% off,3,6 Ratings & 0 Reviews
Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRYM3HN/A,"₹1,26,990","₹1,34,900",5% off,4.7,483 Ratings & 26 Reviews
HP Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1150TU Thin and Light Laptop,"₹72,990","₹73,871",1% off,N/A,N/A
DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce...,"₹4,13,999","₹5,72,317",27% off,N/A,N/A
ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (32 GB/1 TB...,"₹1,99,990","₹2,15,990",7% off,5,10 Ratings & 0 Reviews
HP Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) 15-fd0552TU Thin and Light Laptop,"₹65,464","₹76,990",14% off,4,88 Ratings & 3 Reviews
Acer Spin 7 Intel Core i7 7th Gen 7Y75 - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,"₹1,19,990","₹1,24,900",3% off,4,1 Ratings & 1 Reviews
